employee_id,name,department,role,hire_date,manager_id,termination_date,status,previous_role,role_changed_on
E0628,Mei Yee binti Omar,Operations,Operations Staff,2012-12-12,E0912,,Active,,
E0629,Suresh binti Omar,Operations,Operations Staff,2020-08-26,E0935,,Active,,
E0630,Kavitha Wong,Operations,Operations Staff,2020-12-26,E0908,2023-01-30,Terminated,,
E0631,Siew Mun Ng,Operations,Operations Staff,2025-05-21,E0917,,Active,,
E0632,Michelle Wong,Operations,Operations Staff,2018-09-09,E0911,2026-06-07,Terminated,,
E0633,Syafiq Ng,Operations,Operations Staff,2014-01-05,E0901,,Active,,
E0634,Rachel Anak Jelani,Operations,Operations Staff,2022-12-27,E0924,2023-09-10,Terminated,,
E0635,Adrian Menon,Operations,Operations Staff,2012-10-19,E0928,,Active,,
E0636,Izzati binti Yusof,Operations,Operations Staff,2021-04-30,E0899,2021-08-17,Terminated,,
E0637,Wei Ling binti Yusof,Operations,Operations Staff,2021-01-08,E0933,,Active,,
E0638,Michelle binti Ismail,Operations,Operations Staff,2012-07-14,E0916,,Active,,
E0639,Jun Hao Fernandez,Operations,Operations Staff,2022-04-19,E0921,,Active,,
E0640,Rachel Lim,Operations,Operations Staff,2019-08-26,E0938,,Active,,
E0641,Firdaus bin Abdullah,Operations,Operations Staff,2019-07-13,E0912,,Active,,
E0642,Li Wen Menon,Operations,Operations Staff,2019-09-17,E0901,,Active,,
E0643,Suresh Ng,Operations,Operations Manager,2013-08-23,E0921,,Active,Operations Staff,2025-09-18
E0644,Syafiq binti Omar,Operations,Operations Staff,2012-12-02,E0911,,Active,,
E0645,Deepa Ng,Operations,Operations Staff,2014-01-23,E0937,2025-01-13,Terminated,,
E0646,Hafiz Lee,Operations,Operations Staff,2013-09-16,E0923,,Active,,
E0647,Nadia Menon,Operations,Operations Staff,2019-02-04,E0934,,Active,,
E0648,Aisyah binti Omar,Operations,Operations Staff,2023-10-04,E0909,,Active,,
E0649,Ahmad bin Rahman,Operations,Operations Staff,2021-05-21,E0901,,Active,,
E0650,Syafiq Ng,Operations,Operations Staff,2016-03-07,E0925,,Active,,
E0651,Nurul binti Yusof,Operations,Operations Staff,2020-07-21,E0917,2026-03-16,Terminated,,
E0652,Deepa bin Abdullah,Operations,Operations Staff,2018-03-29,E0904,2024-08-15,Terminated,,
E0653,Deepa binti Omar,Operations,Operations Staff,2013-05-01,E0936,,Active,,
E0654,Deepa Fernandez,Operations,Operations Staff,2013-04-15,E0930,,Active,,
E0655,Amirul Raj,Operations,Operations Staff,2023-11-13,E0909,2025-05-27,Terminated,,
E0656,Rachel Pillai,Operations,Operations Staff,2017-04-08,E0920,2025-09-17,Terminated,,
E0657,Kavitha Wong,Operations,Operations Staff,2015-04-21,E0905,,Active,,
E0658,Amirul Menon,Operations,Operations Staff,2013-06-24,E0926,2020-04-29,Terminated,,
E0659,Ganesh binti Omar,Operations,Operations Staff,2015-04-13,E0928,,Active,,
E0660,Syafiq binti Yusof,Operations,Operations Staff,2013-01-16,E0930,,Active,,
E0661,Ahmad Wong,Operations,Operations Staff,2023-08-22,E0916,,Active,,
E0662,Nurul Nair,Operations,Operations Staff,2022-06-22,E0908,2025-02-26,Terminated,,
E0663,Nurul bin Hassan,Operations,Operations Staff,2016-05-14,E0922,,Active,,
E0664,Nurul Wong,Operations,Operations Staff,2023-10-10,E0932,,Active,,
E0665,Firdaus Kumar,Operations,Operations Staff,2016-11-25,E0922,,Active,,
E0666,Firdaus bin Hassan,Operations,Operations Staff,2019-05-14,E0908,2020-11-24,Terminated,,
E0667,Michelle Lim,Operations,Operations Staff,2020-01-20,E0926,2023-11-30,Terminated,,
E0668,Ganesh bin Abdullah,Operations,Operations Staff,2017-10-10,E0913,,Active,,
E0669,Zahra Wong,Operations,Operations Staff,2016-07-29,E0900,,Active,,
E0670,Siew Mun Fernandez,Operations,Operations Staff,2021-04-03,E0913,,Active,,
E0671,Deepa binti Yusof,Operations,Operations Staff,2014-03-29,E0910,,Active,,
E0672,Adrian Anak Jelani,Operations,Operations Staff,2017-03-05,E0918,,Active,,
E0673,Nurul bin Rahman,Operations,Operations Staff,2025-06-15,E0909,,Active,,
E0674,Mei Yee bin Rahman,Operations,Operations Staff,2013-03-17,E0928,,Active,,
E0675,Nurul Menon,Operations,Operations Staff,2025-06-19,E0938,2025-09-28,Terminated,,
E0676,Daniel Chong,Operations,Operations Staff,2013-11-01,E0916,2022-05-18,Terminated,,
E0677,Syafiq Kumar,Operations,Operations Staff,2025-03-15,E0914,,Active,,
E0678,Priya Kumar,Operations,Operations Staff,2017-04-14,E0918,,Active,,
E0679,Ahmad bin Hassan,Operations,Operations Staff,2021-09-12,E0914,,Active,,
E0680,Kai Xin Wong,Operations,Operations Staff,2024-09-13,E0919,,Active,,
E0681,Michelle Nair,Operations,Operations Staff,2012-04-13,E0911,,Active,,
E0682,Chee Keong Fernandez,Operations,Operations Staff,2012-02-05,E0899,,Active,,
E0683,Arun binti Omar,Operations,Operations Staff,2015-01-25,E0910,,Active,,
E0684,Siew Mun bin Hassan,Operations,Operations Staff,2012-11-03,E0930,,Active,,
E0685,Izzati bin Rahman,Operations,Operations Staff,2012-11-20,E0907,,Active,,
E0686,Chee Keong Nair,Operations,Operations Staff,2021-12-13,E0909,,Active,,
E0687,Arun Wong,Operations,Operations Staff,2012-01-18,E0900,,Active,,
E0688,Ahmad Wong,Operations,Operations Staff,2019-08-11,E0916,,Active,,
E0689,Ahmad Nair,Operations,Operations Staff,2022-05-31,E0904,2025-11-30,Terminated,,
E0690,Siew Mun Nair,Operations,Operations Staff,2026-01-08,E0918,2026-01-31,Terminated,,
E0691,Michelle bin Rahman,Operations,Operations Staff,2022-03-08,E0930,,Active,,
E0692,Kai Xin Ng,Operations,Operations Staff,2020-09-10,E0930,,Active,,
E0693,Adrian Anak Jelani,Operations,Operations Staff,2018-07-09,E0938,,Active,,
E0694,Hakim Ng,Operations,Operations Staff,2013-06-16,E0932,,Active,,
E0695,Nurul Kumar,Operations,Operations Staff,2013-06-03,E0912,2022-05-26,Terminated,,
E0696,Priya Anak Jelani,Operations,Operations Staff,2015-11-21,E0925,2026-03-18,Terminated,,
E0697,Li Wen bin Rahman,Operations,Operations Staff,2014-04-06,E0934,,Active,,
E0698,Chee Keong Wong,Operations,Operations Staff,2025-12-16,E0910,,Active,,
E0699,Hakim Lim,Operations,Operations Staff,2020-04-27,E0931,,Active,,
E0700,Deepa binti Yusof,Operations,Operations Staff,2022-02-10,E0902,,Active,,
E0701,Nadia Menon,Operations,Operations Staff,2017-02-12,E0932,2024-01-22,Terminated,,
E0702,Aisyah Tan,Operations,Operations Staff,2020-09-09,E0897,,Active,,
E0703,Jun Hao Pillai,Operations,Operations Staff,2018-01-10,E0900,2026-05-15,Terminated,,
E0704,Jun Hao binti Yusof,Operations,Operations Staff,2014-05-01,E0924,,Active,,
E0705,Jun Hao Tan,Operations,Operations Staff,2013-04-17,E0936,,Active,,
E0706,Nadia Kumar,Operations,Operations Staff,2024-01-27,E0918,,Active,,
E0707,Firdaus Tan,Operations,Operations Staff,2022-12-03,E0911,2023-05-02,Terminated,,
E0708,Adrian bin Hassan,Operations,Operations Staff,2023-03-13,E0907,,Active,,
E0709,Amirul Kumar,Operations,Operations Staff,2012-08-21,E0899,2025-03-17,Terminated,,
E0710,Suresh bin Hassan,Operations,Operations Staff,2019-11-28,E0900,2025-04-07,Terminated,,
E0711,Li Wen Kumar,Operations,Operations Staff,2015-08-20,E0916,,Active,,
E0712,Li Wen Pillai,Operations,Operations Staff,2015-02-24,E0925,,Active,,
E0713,Ganesh Wong,Operations,Operations Staff,2024-10-01,E0901,,Active,,
E0714,Zahra Lee,Operations,Operations Staff,2019-01-22,E0916,2021-01-08,Terminated,,
E0715,Aisyah Kumar,Operations,Operations Staff,2012-12-04,E0922,,Active,,
E0716,Michelle binti Omar,Operations,Operations Staff,2015-03-24,E0937,,Active,,
E0717,Suresh bin Hassan,Operations,Operations Staff,2024-11-16,E0917,,Active,,
E0718,Ganesh Chong,Operations,Operations Staff,2025-05-26,E0913,,Active,,
E0719,Kai Xin Raj,Operations,Operations Staff,2023-03-02,E0914,,Active,,
E0720,Arun bin Abdullah,Operations,Operations Staff,2020-05-26,E0920,,Active,,
E0721,Kai Xin Anak Jelani,Operations,Operations Staff,2017-08-10,E0914,,Active,,
E0722,Hakim Menon,Operations,Operations Staff,2015-04-27,E0936,,Active,,
E0723,Zahra Fernandez,Operations,Operations Staff,2023-12-15,E0919,,Active,,
E0724,Deepa Lee,Operations,Operations Staff,2025-12-09,E0925,,Active,,
E0725,Li Wen binti Yusof,Operations,Operations Staff,2026-01-04,E0917,,Active,,
E0726,Siew Mun Wong,Operations,Operations Staff,2025-05-06,E0906,,Active,,
E0727,Farah Wong,Operations,Operations Staff,2018-10-05,E0906,,Active,,
E0728,Nurul binti Omar,Operations,Operations Staff,2020-09-03,E0900,,Active,,
E0729,Hakim Fernandez,Operations,Operations Staff,2018-02-15,E0906,,Active,,
E0730,Yee Han Lee,Operations,Operations Staff,2014-09-08,E0900,,Active,,
E0731,Arun Raj,Operations,Operations Staff,2016-09-28,E0934,2023-10-05,Terminated,,
E0732,Hafiz bin Rahman,Operations,Operations Staff,2022-06-22,E0923,,Active,,
E0733,Amirul Kumar,Operations,Operations Staff,2022-04-30,E0919,2025-11-25,Terminated,,
E0734,Li Wen Anak Jelani,Operations,Operations Staff,2018-05-05,E0921,,Active,,
E0735,Arun Wong,Operations,Operations Staff,2026-05-24,E0915,,Active,,
E0736,Aisyah binti Omar,Operations,Operations Staff,2018-04-07,E0902,,Active,,
E0737,Kai Xin Menon,Operations,Operations Staff,2020-09-07,E0915,,Active,,
E0738,Michelle binti Yusof,Operations,Operations Staff,2020-02-15,E0903,,Active,,
E0739,Amirul bin Abdullah,Operations,Operations Staff,2019-06-02,E0930,,Active,,
E0740,Deepa Raj,Operations,Operations Staff,2024-01-23,E0922,2024-03-08,Terminated,,
E0741,Ganesh Chong,Operations,Operations Staff,2012-05-12,E0918,2026-05-28,Terminated,,
E0742,Syafiq Kumar,Operations,Operations Staff,2018-01-23,E0938,,Active,,
E0743,Syafiq binti Yusof,Operations,Operations Staff,2024-03-16,E0928,2024-08-24,Terminated,,
E0744,Li Wen binti Ismail,Operations,Operations Staff,2022-04-26,E0924,,Active,,
E0745,Chee Keong bin Rahman,Operations,Operations Staff,2014-09-28,E0938,2026-01-20,Terminated,,
E0746,Amirul Wong,Operations,Operations Staff,2017-08-25,E0930,,Active,,
E0747,Firdaus Tan,Operations,Operations Staff,2018-01-26,E0910,2024-11-07,Terminated,,
E0748,Syafiq Tan,Operations,Operations Staff,2018-12-08,E0926,,Active,,
E0749,Nadia bin Rahman,Operations,Operations Staff,2025-02-01,E0918,,Active,,
E0750,Aisyah Raj,Operations,Operations Staff,2021-03-11,E0910,,Active,,
E0751,Daniel Pillai,Operations,Operations Staff,2021-01-03,E0912,,Active,,
E0752,Syafiq Menon,Operations,Operations Staff,2015-01-10,E0912,2024-05-28,Terminated,,
E0753,Farah Lim,Operations,Operations Staff,2024-09-04,E0932,2025-10-14,Terminated,,
E0754,Daniel Anak Jelani,Operations,Operations Staff,2026-05-16,E0924,2026-06-08,Terminated,,
E0755,Ganesh bin Rahman,Operations,Operations Staff,2022-09-06,E0901,,Active,,
E0756,Kai Xin Lee,Operations,Operations Staff,2025-03-26,E0932,,Active,,
E0757,Hakim Lim,Operations,Operations Staff,2017-12-10,E0898,,Active,,
E0758,Ganesh Kumar,Operations,Operations Staff,2019-01-29,E0930,2023-03-28,Terminated,,
E0759,Nadia Lee,Operations,Operations Staff,2021-11-03,E0904,,Active,,
E0760,Daniel binti Omar,Operations,Operations Staff,2014-09-15,E0899,,Active,,
E0761,Nadia Kumar,Operations,Operations Staff,2024-11-16,E0907,,Active,,
E0762,Amirul Wong,Operations,Operations Staff,2018-06-01,E0912,,Active,,
E0763,Ganesh Lim,Operations,Operations Staff,2026-01-15,E0914,,Active,,
E0764,Izzati Pillai,Operations,Operations Staff,2013-12-16,E0934,,Active,,
E0765,Siew Mun Wong,Operations,Operations Staff,2021-03-27,E0912,,Active,,
E0766,Izzati Chong,Operations,Operations Staff,2025-02-17,E0900,,Active,,
E0767,Deepa Chong,Operations,Operations Staff,2013-03-20,E0920,,Active,,
E0768,Siew Mun binti Omar,Operations,Operations Staff,2014-11-30,E0912,,Active,,
E0769,Deepa binti Omar,Operations,Operations Staff,2022-07-04,E0928,,Active,,
E0770,Ahmad Lim,Operations,Operations Staff,2020-10-09,E0912,,Active,,
E0771,Rachel bin Abdullah,Operations,Operations Staff,2019-03-06,E0933,,Active,,
E0772,Hakim Raj,Operations,Operations Staff,2013-03-16,E0910,,Active,,
E0773,Ganesh binti Omar,Operations,Operations Staff,2017-02-07,E0936,,Active,,
E0774,Deepa Pillai,Operations,Operations Staff,2019-03-10,E0921,2022-08-22,Terminated,,
E0775,Nadia bin Hassan,Operations,Operations Staff,2012-04-07,E0907,,Active,,
E0776,Mei Yee Menon,Operations,Operations Staff,2014-03-04,E0926,,Active,,
E0777,Amirul binti Ismail,Operations,Operations Staff,2016-04-03,E0907,,Active,,
E0778,Rachel Fernandez,Operations,Operations Staff,2013-01-13,E0906,,Active,,
E0779,Priya Chong,Operations,Operations Staff,2025-11-06,E0916,,Active,,
E0780,Kai Xin Ng,Operations,Operations Staff,2019-02-15,E0929,2020-07-15,Terminated,,
E0781,Siew Mun Wong,Operations,Operations Staff,2012-01-05,E0936,,Active,,
E0782,Syafiq Ng,Operations,Operations Staff,2017-09-29,E0926,2020-05-25,Terminated,,
E0783,Arun binti Yusof,Operations,Operations Staff,2022-01-12,E0918,,Active,,
E0784,Jun Hao Wong,Operations,Operations Staff,2023-06-16,E0916,,Active,,
E0785,Kavitha binti Ismail,Operations,Operations Staff,2024-03-01,E0924,,Active,,
E0786,Syafiq Wong,Operations,Operations Staff,2013-01-24,E0901,,Active,,
E0787,Rachel bin Abdullah,Operations,Operations Staff,2019-12-09,E0915,,Active,,
E0788,Michelle Raj,Operations,Operations Staff,2024-10-28,E0925,,Active,,
E0789,Daniel Pillai,Operations,Operations Staff,2025-09-25,E0897,,Active,,
E0790,Michelle Raj,Operations,Operations Staff,2015-01-30,E0897,2021-03-02,Terminated,,
E0791,Firdaus bin Hassan,Operations,Operations Staff,2013-12-16,E0910,,Active,,
E0792,Ahmad Chong,Operations,Operations Staff,2023-05-29,E0916,,Active,,
E0793,Li Wen Anak Jelani,Operations,Operations Staff,2014-03-05,E0899,,Active,,
E0794,Izzati bin Hassan,Operations,Operations Staff,2018-04-13,E0924,,Active,,
E0795,Kai Xin bin Rahman,Operations,Operations Staff,2020-01-19,E0918,2024-09-15,Terminated,,
E0796,Wei Ling Wong,Operations,Operations Staff,2025-11-19,E0937,,Active,,
E0797,Rachel Ng,Operations,Operations Staff,2024-05-22,E0909,,Active,,
E0798,Syafiq Anak Jelani,Operations,Operations Staff,2023-07-06,E0932,2026-02-20,Terminated,,
E0799,Firdaus Ng,Operations,Operations Staff,2012-06-24,E0914,,Active,,
E0800,Firdaus Lim,Operations,Operations Staff,2021-04-19,E0910,,Active,,
E0801,Adrian Lee,Operations,Operations Staff,2025-05-24,E0903,,Active,,
E0802,Li Wen Wong,Operations,Operations Staff,2013-03-09,E0923,2026-03-08,Terminated,,
E0803,Yee Han bin Abdullah,Operations,Operations Staff,2022-12-04,E0930,,Active,,
E0804,Priya Menon,Operations,Operations Staff,2020-06-14,E0923,2023-02-20,Terminated,,
E0805,Firdaus Nair,Operations,Operations Staff,2022-07-13,E0900,2025-08-29,Terminated,,
E0806,Arun Anak Jelani,Operations,Operations Staff,2021-04-22,E0926,2024-11-18,Terminated,,
E0807,Jun Hao Ng,Operations,Operations Staff,2014-05-13,E0907,,Active,,
E0808,Aisyah binti Yusof,Operations,Operations Staff,2025-06-11,E0898,,Active,,
E0809,Deepa binti Ismail,Operations,Operations Staff,2021-06-15,E0920,,Active,,
E0810,Firdaus Wong,Operations,Operations Staff,2026-04-06,E0937,,Active,,
E0811,Hafiz Wong,Operations,Operations Staff,2012-09-21,E0926,,Active,,
E0812,Yee Han Ng,Operations,Operations Staff,2019-09-18,E0908,,Active,,
E0813,Firdaus Raj,Operations,Operations Staff,2014-09-25,E0901,,Active,,
E0814,Syafiq Pillai,Operations,Operations Staff,2017-12-19,E0920,2025-10-31,Terminated,,
E0815,Chee Keong Kumar,Operations,Operations Staff,2020-02-02,E0925,2024-10-14,Terminated,,
E0816,Priya binti Ismail,Operations,Operations Staff,2023-12-25,E0917,,Active,,
E0817,Yee Han Pillai,Operations,Operations Staff,2012-06-21,E0908,,Active,,
E0818,Hakim Wong,Operations,Operations Staff,2025-06-21,E0931,,Active,,
E0819,Izzati Wong,Operations,Operations Staff,2019-08-14,E0929,,Active,,
E0820,Arun binti Omar,Operations,Operations Staff,2013-11-07,E0926,,Active,,
E0821,Siew Mun Pillai,Operations,Operations Staff,2025-08-11,E0920,,Active,,
E0822,Deepa Fernandez,Operations,Operations Staff,2020-02-23,E0934,2024-12-14,Terminated,,
E0823,Li Wen Lee,Operations,Operations Staff,2018-03-01,E0926,2021-11-06,Terminated,,
E0824,Mei Yee Menon,Operations,Operations Staff,2015-07-21,E0930,,Active,,
E0825,Mei Yee Menon,Operations,Operations Staff,2016-04-19,E0905,,Active,,
E0826,Ganesh Pillai,Operations,Operations Staff,2023-11-01,E0934,,Active,,
E0827,Hakim Kumar,Operations,Operations Staff,2025-02-12,E0915,,Active,,
E0828,Mei Yee binti Yusof,Operations,Operations Staff,2022-06-30,E0921,,Active,,
E0829,Farah binti Ismail,Operations,Operations Staff,2014-08-06,E0924,,Active,,
E0830,Daniel Menon,Operations,Operations Staff,2024-03-20,E0917,,Active,,
E0831,Nadia Nair,Operations,Operations Staff,2018-02-26,E0907,,Active,,
E0832,Zahra binti Ismail,Operations,Operations Staff,2024-02-10,E0904,,Active,,
E0833,Li Wen Nair,Operations,Operations Staff,2025-10-08,E0925,2026-02-17,Terminated,,
E0834,Hakim Tan,Operations,Operations Staff,2020-07-13,E0933,,Active,,
E0835,Aisyah bin Rahman,Operations,Operations Staff,2018-09-26,E0934,2020-05-04,Terminated,,
E0836,Ahmad Raj,Operations,Operations Staff,2025-09-15,E0899,,Active,,
E0837,Izzati Nair,Operations,Operations Staff,2012-04-01,E0936,,Active,,
E0838,Amirul Kumar,Operations,Operations Staff,2022-08-30,E0921,,Active,,
E0839,Wei Ling Wong,Operations,Operations Staff,2021-07-26,E0933,2025-08-01,Terminated,,
E0840,Zahra Lim,Operations,Operations Staff,2025-05-12,E0907,,Active,,
E0841,Ahmad Pillai,Operations,Operations Staff,2021-09-10,E0919,,Active,,
E0842,Kai Xin bin Hassan,Operations,Operations Staff,2018-08-04,E0909,2025-08-01,Terminated,,
E0843,Izzati Chong,Operations,Operations Staff,2026-03-26,E0897,,Active,,
E0844,Kai Xin Lim,Operations,Operations Staff,2020-01-30,E0914,,Active,,
E0845,Li Wen Wong,Operations,Operations Staff,2012-05-21,E0916,,Active,,
E0846,Daniel binti Omar,Operations,Operations Staff,2024-03-12,E0938,,Active,,
E0847,Farah Chong,Operations,Operations Staff,2017-07-19,E0904,2023-08-14,Terminated,,
E0848,Adrian Wong,Operations,Operations Staff,2020-02-20,E0910,,Active,,
E0849,Arun Nair,Operations,Operations Staff,2016-12-15,E0932,,Active,,
E0850,Siew Mun binti Yusof,Operations,Operations Staff,2025-07-01,E0918,,Active,,
E0851,Adrian Wong,Operations,Operations Staff,2021-09-02,E0932,,Active,,
E0852,Amirul Ng,Operations,Operations Staff,2014-06-29,E0914,,Active,,
E0853,Izzati Nair,Operations,Operations Staff,2012-12-05,E0930,,Active,,
E0854,Mei Yee Ng,Operations,Operations Staff,2019-08-03,E0919,,Active,,
E0855,Hakim Wong,Operations,Operations Staff,2015-04-09,E0925,,Active,,
E0856,Kavitha Raj,Operations,Operations Staff,2020-05-18,E0916,,Active,,
E0857,Nadia Wong,Operations,Operations Staff,2019-06-25,E0937,2025-11-09,Terminated,,
E0858,Daniel Raj,Operations,Operations Staff,2026-03-26,E0917,,Active,,
E0859,Ahmad binti Yusof,Operations,Operations Staff,2016-02-28,E0919,,Active,,
E0860,Kavitha Nair,Operations,Operations Staff,2023-05-20,E0904,,Active,,
E0861,Hafiz bin Abdullah,Operations,Operations Staff,2015-02-28,E0908,,Active,,
E0862,Daniel Lee,Operations,Operations Staff,2024-12-26,E0924,,Active,,
E0863,Jun Hao Menon,Operations,Operations Staff,2022-01-12,E0929,,Active,,
E0864,Ganesh bin Hassan,Operations,Operations Staff,2024-06-02,E0912,2025-11-22,Terminated,,
E0865,Firdaus Menon,Operations,Operations Staff,2014-06-18,E0909,2022-11-16,Terminated,,
E0866,Amirul Chong,Operations,Operations Staff,2025-09-24,E0921,,Active,,
E0867,Chee Keong Menon,Operations,Operations Staff,2012-09-10,E0934,2025-12-27,Terminated,,
E0868,Kai Xin Pillai,Operations,Operations Staff,2023-07-28,E0906,,Active,,
E0869,Syafiq Chong,Operations,Operations Staff,2023-09-29,E0916,2024-05-19,Terminated,,
E0870,Daniel Menon,Operations,Operations Staff,2013-09-10,E0936,,Active,,
E0871,Nadia Nair,Operations,Operations Staff,2012-06-18,E0899,,Active,,
E0872,Kavitha Pillai,Operations,Operations Staff,2024-01-19,E0937,,Active,,
E0873,Kai Xin Menon,Operations,Operations Staff,2016-02-18,E0914,2026-01-25,Terminated,,
E0874,Arun binti Omar,Operations,Operations Staff,2016-01-25,E0908,,Active,,
E0875,Deepa bin Rahman,Operations,Operations Staff,2022-04-04,E0911,2022-10-26,Terminated,,
E0876,Kai Xin Tan,Operations,Operations Staff,2012-11-25,E0911,,Active,,
E0877,Ahmad Wong,Operations,Operations Staff,2021-07-18,E0909,,Active,,
E0878,Yee Han Lim,Operations,Operations Manager,2022-04-12,E0923,,Active,Operations Staff,2025-10-28
E0879,Li Wen Lim,Operations,Operations Staff,2019-01-25,E0899,2026-01-06,Terminated,,
E0880,Firdaus Kumar,Operations,Operations Staff,2012-07-15,E0914,,Active,,
E0881,Nurul Wong,Operations,Operations Staff,2025-08-24,E0910,,Active,,
E0882,Chee Keong Lee,Operations,Operations Staff,2021-10-02,E0935,,Active,,
E0883,Ganesh Lee,Operations,Operations Staff,2022-06-25,E0898,,Active,,
E0884,Mei Yee Ng,Operations,Operations Staff,2012-11-10,E0901,,Active,,
E0885,Daniel binti Yusof,Operations,Operations Staff,2022-12-29,E0914,,Active,,
E0886,Ahmad binti Yusof,Operations,Operations Staff,2025-11-19,E0914,,Active,,
E0887,Zahra binti Omar,Operations,Operations Staff,2014-10-04,E0926,,Active,,
E0888,Amirul Wong,Operations,Operations Staff,2022-11-07,E0905,,Active,,
E0889,Firdaus Kumar,Operations,Operations Staff,2019-04-14,E0930,2020-08-15,Terminated,,
E0890,Wei Ling bin Abdullah,Operations,Operations Staff,2023-06-19,E0901,,Active,,
E0891,Syafiq Chong,Operations,Operations Staff,2015-11-15,E0912,,Active,,
E0892,Amirul Raj,Operations,Operations Staff,2024-12-16,E0899,,Active,,
E0893,Syafiq Nair,Operations,Operations Staff,2017-05-06,E0903,2023-04-09,Terminated,,
E0894,Yee Han Fernandez,Operations,Operations Staff,2021-08-18,E0908,,Active,,
E0895,Nadia bin Abdullah,Operations,Operations Staff,2025-11-10,E0900,,Active,,
E0896,Nadia binti Omar,Operations,Operations Staff,2021-11-02,E0928,2025-06-01,Terminated,,
E0897,Kavitha Lim,Operations,Operations Manager,2012-12-06,E0935,,Active,,
E0898,Firdaus Anak Jelani,Operations,Operations Manager,2014-03-31,E0903,,Active,,
E0899,Li Wen Wong,Operations,Operations Manager,2017-04-13,E0903,,Active,,
E0900,Adrian Menon,Operations,Operations Manager,2023-01-24,E0935,2026-05-31,Terminated,,
E0901,Nadia bin Abdullah,Operations,Operations Manager,2016-08-12,E0934,,Active,,
E0902,Zahra Lee,Operations,Operations Manager,2022-01-18,E0001,2026-04-17,Terminated,,
E0903,Wei Ling Nair,Operations,Operations Manager,2025-01-08,E0931,,Active,,
E0904,Izzati bin Rahman,Operations,Operations Staff,2015-05-06,E0915,,Active,Operations Manager,2026-03-13
E0905,Nadia Lim,Operations,Operations Manager,2023-01-14,E0897,2024-04-15,Terminated,,
E0906,Yee Han Lim,Operations,Operations Manager,2026-03-13,E0937,,Active,,
E0907,Firdaus Ng,Operations,Operations Manager,2016-06-09,E0938,,Active,,
E0908,Yee Han Nair,Operations,Operations Manager,2014-06-02,E0914,,Active,,
E0909,Firdaus Wong,Operations,Operations Manager,2019-10-03,E0922,,Active,,
E0910,Rachel Wong,Operations,Operations Manager,2016-12-27,E0917,,Active,,
E0911,Michelle Pillai,Operations,Operations Manager,2021-01-10,E0922,,Active,,
E0912,Farah bin Abdullah,Operations,Operations Manager,2013-05-05,E0900,,Active,,
E0913,Hakim Tan,Operations,Operations Staff,2018-05-19,E0927,,Active,Operations Manager,2026-02-11
E0914,Amirul Pillai,Operations,Operations Manager,2018-07-29,E0001,,Active,,
E0915,Nadia Raj,Operations,Operations Manager,2016-10-10,E0911,,Active,,
E0916,Wei Ling Menon,Operations,Operations Manager,2013-11-23,E0001,,Active,,
E0917,Suresh Kumar,Operations,Operations Manager,2020-07-09,E0903,,Active,,
E0918,Hakim binti Ismail,Operations,Operations Manager,2019-05-27,E0926,,Active,,
E0919,Michelle Ng,Operations,Operations Manager,2015-02-17,E0898,,Active,,
E0920,Jun Hao binti Ismail,Operations,Operations Manager,2023-02-24,E0914,,Active,,
E0921,Syafiq binti Yusof,Operations,Operations Manager,2015-04-08,E0916,,Active,,
E0922,Hakim Nair,Operations,Operations Manager,2018-10-05,E0936,,Active,,
E0923,Mei Yee Fernandez,Operations,Operations Manager,2013-02-21,E0914,,Active,,
E0924,Yee Han bin Rahman,Operations,Operations Manager,2021-01-10,E0914,,Active,,
E0925,Zahra Raj,Operations,Operations Manager,2022-12-16,E0900,,Active,,
E0926,Hakim Anak Jelani,Operations,Operations Manager,2020-10-01,E0906,,Active,,
E0927,Deepa bin Abdullah,Operations,Operations Manager,2020-08-11,E0907,,Active,,
E0928,Izzati binti Yusof,Operations,Operations Manager,2013-12-29,E0929,,Active,,
E0929,Hakim Raj,Operations,Operations Manager,2018-04-17,E0911,,Active,,
E0930,Zahra Raj,Operations,Operations Manager,2021-09-23,E0899,,Active,,
E0931,Farah Anak Jelani,Operations,Operations Manager,2013-08-14,E0929,,Active,,
E0932,Syafiq Anak Jelani,Operations,Operations Manager,2024-01-06,E0930,2025-07-10,Terminated,,
E0933,Mei Yee binti Yusof,Operations,Operations Manager,2025-01-08,E0899,,Active,,
E0934,Ahmad Kumar,Operations,Operations Manager,2019-04-03,E0916,2025-07-14,Terminated,,
E0935,Deepa bin Hassan,Operations,Operations Manager,2026-02-12,E0900,,Active,,
E0936,Ganesh Lim,Operations,Operations Manager,2017-10-02,E0920,,Active,,
E0937,Nadia bin Hassan,Operations,Operations Manager,2020-07-16,E0910,,Active,,
E0938,Izzati Lee,Operations,Operations Manager,2019-08-12,E0898,2023-05-22,Terminated,,
E0939,Syafiq Pillai,Sales,Sales Executive,2016-12-27,E1055,,Active,,
E0940,Kai Xin Chong,Sales,Sales Executive,2025-08-22,E0955,,Active,,
E0941,Aisyah Menon,Sales,Sales Executive,2013-04-02,E1024,,Active,,
E0942,Priya bin Abdullah,Sales,Sales Executive,2013-12-11,E1075,,Active,,
E0943,Amirul binti Yusof,Sales,Sales Executive,2015-05-17,E0972,,Active,,
E0944,Syafiq Wong,Sales,Sales Executive,2016-09-05,E0957,,Active,,
E0945,Hakim Lee,Sales,Sales Executive,2024-07-19,E1064,,Active,,
